mutate,pred,gzip,bzip2,tarxz
0.1,78.03968991837694,71.28364042619128,73.30907470699624,77.3058366943155
0.2,75.74655713007967,70.89920803238896,72.83125167497676,74.97243829192625
0.3,75.11660043960214,70.74863161981143,72.68125316384499,73.85302113420879
0.4,75.02109229990438,70.703943515648,72.65158608580954,73.52334379952555
0.5,74.9853043191516,70.70139810240987,72.63492840749551,73.32301051361543
0.6,74.95734668241558,70.70887994097464,72.64987443877939,73.29680643279303
0.7,74.93418650997155,70.72378626910576,72.66009138342328,72.796334957854
0.8,74.91654066429992,70.74396429363128,72.65609459937865,73.03591260453784
0.9,74.906339159771,70.76682448669888,72.67191851148469,72.77085435670415
