pred,mutate_0.1,mutate_0.2,mutate_0.3,mutate_0.4,mutate_0.5,mutate_0.6,mutate_0.7,mutate_0.8,mutate_0.9
81.47395748895204,78.03968991837694,75.74655713007967,75.11660043960214,75.02109229990438,74.9853043191516,74.95734668241558,74.93418650997155,74.91654066429992,74.906339159771
